,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
45130,59,Federal-gov,181940,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45131,30,Private,213226,13,Divorced,Sales,Not-in-family,White,Male,27828,0,40,United-States,1
45136,36,Private,214008,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45140,25,Private,48029,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45161,46,Private,278322,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45166,38,Private,107302,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,1
45169,43,Private,147110,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45178,34,Private,108837,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,1
45179,55,Private,27227,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1977,35,United-States,1
45182,42,Private,602513,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
45183,55,Self-emp-inc,114495,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,1
45184,43,Private,171087,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,1
45190,38,Private,589809,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
45193,56,Private,258579,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
45194,29,Private,123200,10,Married-civ-spouse,Machine-op-inspct,Husband,OtherRace,Male,0,2415,40,OtherCountry,1
45197,47,Local-gov,101016,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,1
45201,40,Federal-gov,179717,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,50,United-States,1
45213,39,Private,82521,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
45227,50,Private,338836,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,36,United-States,1
45228,47,Local-gov,122206,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,1
45230,35,State-gov,88215,13,Married-civ-spouse,Prof-specialty,Wife,OtherRace,Female,0,0,40,OtherCountry,1
45237,68,Private,188102,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,United-States,1
45244,51,State-gov,166459,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45245,33,Private,36222,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
45248,31,Private,203488,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,1
45253,32,Private,303692,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
45256,41,Private,306496,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
45260,44,Private,270147,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,1
45262,47,Private,131160,13,Divorced,Other-service,Not-in-family,White,Female,99999,0,40,United-States,1
45264,38,Private,181661,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,56,United-States,1
45272,46,Private,98524,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,OtherCountry,1
45274,56,Private,157786,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,1
45279,47,Private,167625,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1
45280,61,Private,190955,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
45281,50,Private,185846,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,40,United-States,1
45283,69,Private,164110,13,Married-civ-spouse,Sales,Husband,White,Male,10605,0,50,United-States,1
45289,38,Self-emp-inc,231491,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
45290,36,Private,69481,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
45291,42,Private,199018,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45294,36,Private,23892,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,1
45295,31,Private,201156,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,55,United-States,1
45297,37,Private,255454,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,7298,0,35,OtherCountry,1
45305,36,Private,298635,13,Married-civ-spouse,Other-service,Husband,OtherRace,Male,0,0,40,OtherCountry,1
45308,39,Private,40955,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
45315,29,Private,247867,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45320,47,Private,101825,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
45322,25,Private,166977,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,1
45323,63,Private,546118,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,1
45325,33,Private,175856,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
45327,45,Self-emp-inc,213897,14,Married-civ-spouse,Sales,Husband,OtherRace,Male,0,1902,40,OtherCountry,1
45337,42,Private,212894,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
45345,50,Private,341797,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,OtherCountry,1
45348,32,Private,252646,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45358,39,Private,453686,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
45366,50,Private,98815,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,1
45367,43,Private,195897,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45369,67,Private,126361,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,9,United-States,1
45378,28,Local-gov,229656,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,1
45380,62,Private,189665,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
45382,50,Private,320510,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
45385,25,Private,281627,13,Never-married,Tech-support,Not-in-family,White,Female,0,1564,30,United-States,1
45392,35,Private,301911,13,Married-civ-spouse,Exec-managerial,Husband,OtherRace,Male,0,0,50,OtherCountry,1
45393,52,Private,89041,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1
45394,37,Private,96483,12,Married-civ-spouse,Adm-clerical,Other-relative,OtherRace,Female,5178,0,38,United-States,1
45401,42,Private,179533,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45402,64,Private,250117,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,50,United-States,1
45414,40,Self-emp-not-inc,194360,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,1
45423,41,Self-emp-not-inc,49448,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,1
45425,45,Self-emp-inc,270535,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
45427,48,Private,155489,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
45432,38,Private,33394,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,75,United-States,1
45435,39,Private,161295,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1
45436,49,Private,178341,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
45441,62,Private,104849,14,Married-civ-spouse,Adm-clerical,Husband,OtherRace,Male,0,0,40,OtherCountry,1
45456,50,Private,237868,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,1
45460,44,Local-gov,185267,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
45462,41,Private,33331,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
45464,57,State-gov,328228,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45470,45,Private,92374,10,Never-married,Exec-managerial,Not-in-family,OtherRace,Male,13550,0,60,OtherCountry,1
45473,42,Private,183319,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,1
45478,23,Private,308647,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,1
45484,30,State-gov,107142,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,1
45485,42,Private,23157,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
45489,24,Private,188569,14,Never-married,Exec-managerial,Own-child,White,Female,4787,0,60,United-States,1
45491,53,Private,239155,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
45498,46,Federal-gov,125892,14,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,15024,0,40,United-States,1
45502,48,Private,191681,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45505,45,Local-gov,111994,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45508,44,Private,314739,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45520,25,Private,190107,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45521,39,Local-gov,30269,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,1
45526,53,Private,199720,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45527,24,Self-emp-not-inc,31606,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,20,United-States,1
45529,55,Private,323639,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,74,United-States,1
45533,55,Local-gov,219074,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,55,United-States,1
45538,38,Private,212143,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,1
45542,37,Private,353550,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
45543,37,Private,107302,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1
45544,65,Self-emp-not-inc,169435,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,1
45546,32,Self-emp-not-inc,68879,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
45549,45,Private,226081,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45556,41,Self-emp-inc,160120,16,Married-civ-spouse,Sales,Husband,OtherRace,Male,0,0,40,OtherCountry,1
45561,40,Private,154374,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
45573,42,Private,244910,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45574,48,Private,120902,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
45589,47,Private,150429,10,Married-civ-spouse,Craft-repair,Husband,OtherRace,Male,0,0,50,United-States,1
45594,54,Private,186224,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
45595,69,Self-emp-not-inc,187332,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,45,United-States,1
45598,60,Self-emp-inc,137733,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,44,United-States,1
45600,46,Private,106662,13,Separated,Sales,Not-in-family,White,Male,99999,0,55,United-States,1
45604,41,Local-gov,247082,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45607,68,Self-emp-not-inc,69249,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United-States,1
45611,35,Private,194668,15,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,1
45615,40,Private,266803,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,OtherCountry,1
45622,55,Private,161423,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,1
45624,45,Private,215892,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,2824,50,United-States,1
45629,33,Private,158438,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
45631,38,Private,200445,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,1
45633,31,Federal-gov,103651,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
45635,51,Self-emp-inc,200046,13,Separated,Sales,Unmarried,White,Male,0,2824,40,United-States,1
45636,32,Private,193285,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
45645,57,Private,153788,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,45,United-States,1
45650,40,Private,174395,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45653,34,Private,121321,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
45658,47,Private,159399,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
45662,39,Private,182189,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,65,United-States,1
45663,47,Federal-gov,38819,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,1
45669,39,Local-gov,218490,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45677,44,Self-emp-not-inc,460259,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
45678,35,Local-gov,405284,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,1
45679,48,Self-emp-not-inc,26502,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45684,71,Private,365996,9,Widowed,Prof-specialty,Unmarried,White,Female,6612,0,42,United-States,1
45686,42,Local-gov,216411,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,OtherCountry,1
45687,37,State-gov,122493,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,1
45700,42,Private,188615,10,Separated,Prof-specialty,Not-in-family,White,Male,0,2231,50,OtherCountry,1
45705,32,Self-emp-inc,169152,11,Divorced,Exec-managerial,Not-in-family,White,Female,10520,0,80,OtherCountry,1
45709,45,Private,216414,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1
45710,38,Private,324053,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45712,46,Private,138069,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45718,43,Private,211580,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45722,28,Private,133937,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,55,United-States,1
45726,48,Self-emp-inc,188694,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45736,31,Private,177675,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45737,38,Federal-gov,337505,10,Married-civ-spouse,Adm-clerical,Husband,OtherRace,Male,0,0,40,OtherCountry,1
45739,50,Self-emp-inc,209642,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,55,United-States,1
45742,56,Self-emp-not-inc,121362,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,1
45745,44,Private,219155,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45746,48,Private,329144,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,1
45752,33,Private,236304,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,60,United-States,1
45753,35,Private,399601,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
45755,37,Private,21798,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
45760,69,Private,135891,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,United-States,1
45765,40,Federal-gov,155106,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,1
45767,50,Local-gov,270221,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,43,United-States,1
45770,73,Private,145570,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,1
45774,66,Private,127139,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45777,56,Private,50490,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
45778,50,Self-emp-not-inc,34067,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
45779,48,Private,359808,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1
45781,49,Private,28171,9,Divorced,Tech-support,Not-in-family,White,Male,4787,0,40,United-States,1
45788,30,Private,298871,14,Married-civ-spouse,Prof-specialty,Husband,OtherRace,Male,0,1887,45,OtherCountry,1
45790,31,Self-emp-inc,113752,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45792,42,Local-gov,277256,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45794,57,Private,206206,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45808,49,Private,239865,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1
45810,40,Private,243580,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,1
45811,36,Private,132563,15,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,1
45812,41,Self-emp-not-inc,390369,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,1
45822,41,Private,40151,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45823,40,Private,356934,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,45,United-States,1
45828,34,Private,114691,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
45829,49,Private,222829,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,1
45830,63,Private,298699,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45833,56,Private,97541,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,1
